,SRR4425715,SRR4425719,SRR4425713,SRR4425659,SRR4425662,SRR4425712,SRR4425660,SRR4425718,SRR4425710,SRR4425666,SRR4425714,SRR4425711,SRR4425661,SRR4425664,SRR4425663,SRR4425665
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,15996,0,0,0,0,0,0,0,11472,683,5960,13162,0,730,417,448
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,294283,17759,32632,185164,184584,11522,111748,18124,202645,4810,121575,205791,170323,6049,3540,2406
MEG_6548|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
MEG_739|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,77,0,0,23,0,0,0,0,305,36,1358,998,0,16,14,0
MEG_4178|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,0,0,0,621,191,0,1231,0,0,0,0,0,219,0,0,0
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,132,0,0,0,158,64,72
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,7981,314,0,8437,0,444,0,0
MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,0
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,653,56,342,496,1115,0,350,0,1264,67,722,288,730,82,0,0
MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM,264,0,201,279,524,0,178,0,610,0,313,137,364,0,0,0
MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO,0,0,0,0,0,0,0,0,0,1000,0,0,0,1271,797,340
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,1391,0,11721,17447,7928,0,7552,0,9946,0,780,425,3282,2546,0,0
MEG_2143|Metals|Copper_resistance|Copper_resistance_protein|CTPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517
MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA,578,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,2894,0,0,344,1464,0,0,0,3522,82,1260,713,1732,0,31,0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,1138,80,1015,1224,1579,0,684,0,3256,180,1741,946,899,160,86,92
MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,24134,6549,29248,83544,70511,26036,67761,20936,71210,193135,61104,21600,29000,222514,109783,71990
MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,0,0,0,0,0,0,0,0,117,0,73,0,0,0,0,0
MEG_844|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,461,87,0,292,264,0,198,44,261,31166,1238,722,484,37065,21662,11835
MEG_7351|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,0,0,0,0,0,0,0,0,17634,0,0,0,24853,14830,7648
MEG_4732|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,4836,0,0,0,5783,3003,1846
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,14257,1493,1079,6366,2154,489,2382,578,6725,26471,6766,5069,1451,32085,19660,9524
MEG_6031|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,32,0,0,0,9,0,0
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,0,0,0,0,0,0,0,0,0,551,0,0,0,607,453,340
MEG_2297|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,33072,0,0,1701,924,631,490,0,45154,106,73638,49175,260,0,110,0
MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,134,0,0,0,154,86,73
MEG_6068|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD,0,0,0,105,38,0,0,0,0,0,0,0,0,0,0,0
MEG_4839|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,48,0,0,0,138,60,0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,1540,188,1569,1899,3516,0,1075,0,4659,277,2476,1179,1894,275,163,142
MEG_2193|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,33432,1711,1934,56167,30854,946,10119,786,11141,318,6978,9823,12531,565,193,154
MEG_2062|Metals|Copper_resistance|Copper_resistance_protein|COPL,0,0,0,0,0,0,0,0,0,513,0,0,0,685,474,285
MEG_1463|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
MEG_3903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,0,0,0,0,0,0,0,0,0,32278,0,0,0,0,23776,12608
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,214,47,0,0,0,0
MEG_5095|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,240,0,0,0,267,145,117
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,19509,1771,1557,7688,2503,822,2942,928,8657,38020,8957,7777,1734,45224,29308,13464
MEG_4034|Drugs|MLS|Macrolide_phosphotransferases|MPHC,4213,0,0,0,0,0,0,0,3866,0,5561,2402,0,0,0,0
MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,54,0,0,0,0,38,20
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,10988,9289,2544,3085,2339,3362,4482,4949,5760,1900,5475,3210,1270,1050,2634,3856
MEG_5255|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,11816,0,0,0,0,0,0,0,8012,0,0,0
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,3893,0,0,0,4253,2890,1508
MEG_363|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,106,0,0,0,122,72,57
MEG_6137|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation,63731,0,0,9554,0,0,0,0,47348,0,77346,42839,0,2549,1575,0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,164317,86794,51140,1098494,1176718,49332,901713,41578,280062,4753,128753,79479,781908,5271,3338,2262
MEG_1763|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,148,0,0,0,163,101,0
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1350,0,0,92287,92940,1337,73297,1949,2004,0,10348,6600,89778,0,0,0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,673867,59352,111347,388154,366240,63842,174039,60918,342467,12225,204960,263671,262379,15336,8666,5385
MEG_6657|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6745|Drugs|betalactams|Class_A_betalactamases|TEM,497,0,314,373,878,0,292,0,1003,203,595,226,562,206,140,68
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,87,0,0,0,10,0,9,0,291,0,27,93,0,0,0,0
MEG_4025|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,0,224,219,100
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,64,0,0,0,0,0,0,0,0,10,0,0,0,10,0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,50,20238,23,20,0,26669,15865,7086
MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
MEG_1030|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,616,454,3836,8637,2663,656,4767,1417,713,52,2604,1400,1981,0,50,42
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,68,0,0,58,1120,0,167,0,110,1454,923,465,758,1581,1096,532
MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,12126,0,0,27,14,155,0,0,19690,0,20307,13521,0,0,22,0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,12267,10601,2725,3960,3402,3948,5563,5758,6452,1888,4144,2804,1838,1051,2893,4204
MEG_3892|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,3006,23,0,0,0,0,0,0,2645,0,5999,5012,0,61,0,0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,9185,496,658,4183,3987,264,2391,411,4848,38,3160,5648,4268,97,43,34
MEG_858|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,483,0,57,0,0,563,410,226,363,643,423,264
MEG_7815|Metals|Copper_resistance|Copper_resistance_protein|YCNJ,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,77570,0,0,9517,0,0,7660,0,52395,1789,83888,49023,0,2218,1195,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,10031,0,0,0,12436,7355,4106
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,48,0,0,83,62,0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,455382,32214,51021,276287,273063,13243,165643,10604,234374,3748,174920,256829,302960,4880,2319,2071
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,559,0,0,46,53,0,4228,0,978,210,1010,438,22,189,207,130
MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1992,444,34226,873,35,57728,0,10543,1661,1009,7295,4546,0,1198,747,468
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,106227,5900,10342,58138,61360,3669,37173,6027,65037,1125,42985,74629,57554,1441,860,720
MEG_1676|Drugs|betalactams|Class_B_betalactamases|CFIA,850,0,0,0,0,0,0,0,2180,0,0,0,0,0,0,0
MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,250,0,145,129,366,0,129,0,537,0,306,113,254,21,0,0
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,316,0,0,0,0,0,0,0,471,0,463,0,0,0,0,0
MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,466,46,172,448,565,0,174,0,825,0,461,184,371,46,30,0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,53,0,0,0,96,0,0
MEG_879|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,499,0,86,0,0,813,545,273,388,823,569,305
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5858,150,80,511,2533,524,537,71,6818,28646,29350,22853,1030,36478,20652,9692
MEG_7393|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,398,106,0,243,0,0,152,0,0,27,212,0,127
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,287048,5935,5434,318892,301795,6382,238438,14759,492057,51290,760760,472423,265711,56522,31675,17539
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,63399,245402,602498,125241,139448,497535,96333,751595,90407,898413,32731,10913,103242,986745,667540,284431
MEG_3507|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,295,0,0,0,429,207,0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,753717,55708,83308,488304,483696,30711,286755,46219,381249,10473,310701,544088,466719,14290,7992,5296
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,110805,0,0,5118,7021,345,2156,458,17047,0,5073,4453,2268,0,274,302
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1122682,0,0,0,1533001,942032,395102
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,981,98,1221,1267,1722,0,781,0,3684,184,1821,1012,987,169,90,86
MEG_2697|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRA,0,0,0,0,0,27,0,34,0,0,0,0,0,0,14,0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,93,0,0,0,0,0,0,0,12,0,0,0,0,0,0
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,0,355,0,3812,1764,304,2851,404,0,0,0,0,1815,0,0,0
MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA,824,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0
MEG_2948|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,739,168,95,9247,2263,31,5476,353,133,24,192,113,31531,0,0,0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,10025,0,0,0,0,0,0,0,3723,0,0,1583,0,0,0,0
MEG_1838|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
MEG_7660|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,74,0,0,0,102,44,74
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,35969,18987,0,0,0,5470,0,9095,14284,1794,12316,7640,0,0,2914,3953
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,25,0,0,0,0,0,0,0,19,36,230,34,0,32,20,18
MEG_1981|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
MEG_6892|Drugs|betalactams|Class_A_betalactamases|TEM,192,0,0,204,0,0,124,0,450,0,219,0,0,0,0,0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,201,0,0,140,0,0,64,0,263,0,0,0,0,0,0,0
MEG_859|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,77,0,0,63,1133,0,159,0,113,1507,913,445,728,1694,1101,533
MEG_3961|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
MEG_242|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,396,0,0,0,491,331,197
MEG_1707|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0,0,0,0,0,0,0,0,0,78,0,0,0,113,131,0
MEG_1606|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,169573,107823,88164,895184,895813,85903,743458,63561,212504,22200,75157,34604,648743,25306,15123,10089
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,544,66,556,684,906,0,363,0,1680,84,834,419,552,0,65,48
MEG_5839|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,1757,170,0,0,0,0,3693,0,0,0,4742,2587,1409
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1422,1306,1142,28491,9119,529,3146,1050,1513,1744,1452,591,4332,1866,1005,671
MEG_6861|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,426,0,0,0,508,279,228
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,32030,177,2326,8491,8802,61,6636,0,10263,52,9704,4962,13898,78,32,0
MEG_497|Drugs|betalactams|Class_C_betalactamases|ACT,32,0,0,0,0,0,0,0,0,413,0,0,0,624,260,292
MEG_889|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4568,0,0,578,1430,0,547,0,1845,1127,24638,3550,2307,1400,880,547
MEG_297|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,50,0,0,0,46,43,34
MEG_29|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,28,0,0,0,47,0,0
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,164799,276663,467589,319249,364890,517312,262220,329617,239779,29318,120001,38114,251806,34921,21059,11186
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,151104,253722,421606,281099,325139,463804,231944,292679,207511,25371,109295,34433,224186,30219,17994,9224
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,11817,679,2148,9855,7397,710,7378,556,8397,92,7567,9264,1846,173,44,71
MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2496,44,31,157,622,104,136,0,2013,8710,9471,6959,332,10551,5760,3206
MEG_4986|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,77078,0,0,16279,0,0,12056,0,47674,7552,78555,46510,0,10511,6112,0
MEG_2786|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,1013,2765,4466,245,88,26049,194,3069,1274,41,13903,15172,52,91,0,50
MEG_7666|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,1120,0,0,0,1159,459,472
MEG_3623|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,454667,28078,42495,236691,220972,15200,138548,21426,211855,3105,154055,238130,235370,4149,1921,1593
MEG_740|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,144,0,0,9,0,0,0,0,253,29,1410,860,0,23,0,0
MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,0,0,0,0,0,0,0,0,0,189,0,0,0,309,180,148
MEG_4676|Drugs|betalactams|Class_D_betalactamases|OXA,0,20,0,0,0,0,0,0,36,35157,0,0,0,40871,22185,14551
MEG_3970|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,12551,890,1927,10526,10589,636,6307,860,7985,161,6261,11835,10028,213,138,165
MEG_6631|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,3377,0,0,0,0,0,0,0,541,0,0,0,0,3122,0,0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,560,0,460,627,1453,0,377,0,1463,91,789,332,892,85,0,0
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB,59,275,48,585,565,153,330,339,733,1104350,256,60,13724,1397197,787818,415042
MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,58482,179177,687754,242932,238414,340397,198254,261459,77874,58363,35908,14098,157011,64879,41480,21528
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,75,0,0,36,369,0,54,0,0,123,54,203,0,110,96,15
MEG_2032|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,243,0,322,0,0,0,0,0,0,0,0
MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469
MEG_7816|Metals|Copper_resistance|Copper_resistance_regulator|YCNK,0,17,0,0,0,37,0,30,0,0,0,0,0,0,32,0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1179,774,592,1104,397,326,709,407,3809,16618,0,0,28148,22210,9792,8761
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,23111,0,0,0,0,0,55654,0,0,0,70720,42551,22499
MEG_5171|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,22,18,0,0,0,0,25544,0,0,0,30823,17791,10268
MEG_7667|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,744897,0,0,0,933624,564646,264253
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,190701,13784,23911,132697,114960,8442,75537,11004,137224,1746,79601,137756,114783,2480,1006,947
MEG_4921|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,668,0,0,0,771,416,271
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,36,246,0,0,0,0,0,0,0,0,0,0,0
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,54,0,0,39,333,0,47,0,0,111,41,201,0,123,58,35
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,358,0,291,381,912,0,247,0,938,68,563,229,575,91,32,21
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,379,0,0,0,521,248,230
MEG_2735|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRRSM,0,0,0,0,0,0,0,0,0,305,0,0,0,292,526,528
MEG_3852|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,64,0,0,0,0,44,0
MEG_6923|Drugs|betalactams|Class_A_betalactamases|TEM,427,0,557,592,0,0,287,0,1677,141,837,481,0,0,64,0
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,0,0,0,0,0,0,0,0,0,524,0,0,0,0,387,428
MEG_1303|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0,0,0,0,0,210,0,264,0,0,0,0,0,0,0,0
MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,0,0,0,0,0,0,0,0,1705,0,0,0,0,0,0,0
MEG_7117|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,37803,10881,34709,8448,4592,28800,2796,11591,25182,6590,63037,38683,2936,7645,4277,2892
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,64572,4621,7145,41849,42784,2460,23860,3683,28158,538,22683,39250,38275,665,411,453
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,629,84,553,684,1512,0,474,0,1666,87,866,411,1038,97,46,0
MEG_7067|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,133,505,990,6052,58991,708,4611,236,0,20267,0,0,670,25711,12691,9411
MEG_5810|Drugs|betalactams|Class_A_betalactamases|PSE,0,0,0,0,0,0,0,0,0,117,0,0,0,135,79,46
MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,0,0,0,0,0,0,0,0,0,120,0,0,0,172,117,0
MEG_6516|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITD,190,0,0,0,0,0,0,0,141,0,181,42,0,0,0,0
MEG_4276|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,104958,9685,20955,101574,86800,6325,62261,10510,88564,1343,65697,56969,93692,1658,785,699
MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,11687,1218,1572,4342,15833,332,3472,850,4651,154,3558,3010,4867,283,115,154
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,254029,4429,4129,574171,570923,3605,460548,17661,267682,50066,619269,348804,477962,51674,31082,17054
